                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.90689,                0.57984,                 1.5802,                0.77713,                0.70301,                0.75713,                0.60143,                0.80307,                0.49107,                 1.6192,               0.005545,               0.005545,               0.005545
                     74,                0.90275,                  0.577,                 1.5744,                0.77725,                0.70318,                0.75732,                0.60167,                0.80306,                  0.491,                 1.6189,              0.0054831,              0.0054831,              0.0054831
                     75,                0.90082,                0.57543,                   1.57,                0.77643,                0.70372,                0.75713,                0.60166,                  0.803,                0.49089,                 1.6187,              0.0054212,              0.0054212,              0.0054212
                     76,                0.90175,                0.57502,                 1.5734,                0.77649,                0.70298,                0.75713,                0.60174,                0.80278,                0.49076,                 1.6182,              0.0053594,              0.0053594,              0.0053594
                     77,                0.89382,                0.57084,                 1.5611,                0.77684,                0.70303,                0.75716,                0.60182,                 0.8025,                 0.4906,                 1.6179,              0.0052975,              0.0052975,              0.0052975
                     78,                0.89789,                0.57171,                 1.5613,                0.77703,                0.70342,                0.75731,                0.60202,                0.80235,                0.49033,                 1.6177,              0.0052356,              0.0052356,              0.0052356
                     79,                0.89662,                0.57221,                 1.5678,                0.77799,                0.70248,                 0.7574,                0.60228,                0.80193,                0.49006,                 1.6172,              0.0051737,              0.0051737,              0.0051737
                     80,                0.89895,                0.57189,                 1.5748,                0.77817,                0.70287,                0.75757,                0.60234,                0.80218,                0.48972,                 1.6177,              0.0051119,              0.0051119,              0.0051119
                     81,                0.89171,                0.56762,                 1.5613,                0.77912,                0.70227,                0.75786,                 0.6026,                0.80219,                0.48948,                 1.6179,                0.00505,                0.00505,                0.00505
                     82,                 0.8934,                0.56731,                 1.5642,                0.77827,                0.70285,                0.75802,                 0.6028,                0.80197,                0.48914,                 1.6178,              0.0049881,              0.0049881,              0.0049881
                     83,                0.89039,                0.56453,                 1.5644,                0.77794,                0.70363,                0.75814,                0.60278,                0.80183,                0.48878,                 1.6177,              0.0049263,              0.0049263,              0.0049263
                     84,                0.88743,                0.56462,                 1.5619,                0.77813,                0.70324,                 0.7582,                0.60319,                0.80127,                0.48834,                 1.6171,              0.0048644,              0.0048644,              0.0048644
                     85,                0.88427,                0.56142,                 1.5627,                 0.7786,                0.70262,                0.75831,                0.60319,                0.80092,                0.48795,                 1.6166,              0.0048025,              0.0048025,              0.0048025
                     86,                 0.8875,                 0.5644,                 1.5578,                0.77789,                0.70334,                0.75848,                0.60312,                0.80102,                0.48766,                  1.617,              0.0047406,              0.0047406,              0.0047406
                     87,                0.88041,                0.55751,                 1.5562,                0.77709,                 0.7043,                0.75873,                0.60334,                 0.8008,                0.48716,                 1.6171,              0.0046788,              0.0046788,              0.0046788
                     88,                0.88306,                0.56069,                 1.5573,                0.77741,                0.70419,                0.75901,                0.60369,                0.80025,                0.48666,                 1.6165,              0.0046169,              0.0046169,              0.0046169
                     89,                0.88214,                0.55858,                 1.5596,                0.77799,                0.70459,                0.75943,                0.60396,                0.80005,                0.48627,                 1.6164,               0.004555,               0.004555,               0.004555
                     90,                0.87704,                0.55533,                 1.5551,                0.77805,                0.70427,                0.75931,                0.60402,                0.79972,                0.48583,                 1.6164,              0.0044931,              0.0044931,              0.0044931
                     91,                0.87994,                0.55571,                 1.5534,                0.77835,                 0.7042,                0.75944,                0.60443,                0.79945,                0.48548,                 1.6162,              0.0044313,              0.0044313,              0.0044313
                     92,                0.88011,                0.55708,                  1.555,                0.77699,                0.70545,                0.75968,                0.60461,                0.79926,                0.48499,                 1.6164,              0.0043694,              0.0043694,              0.0043694
                     93,                0.87709,                0.55515,                 1.5475,                0.77772,                0.70506,                0.75968,                0.60465,                0.79936,                0.48461,                 1.6167,              0.0043075,              0.0043075,              0.0043075
                     94,                0.87422,                0.55117,                   1.55,                0.77715,                0.70569,                0.75986,                0.60487,                0.79892,                0.48414,                 1.6165,              0.0042456,              0.0042456,              0.0042456
                     95,                0.87267,                0.55146,                 1.5476,                0.77825,                0.70496,                0.76007,                0.60512,                0.79848,                0.48372,                 1.6164,              0.0041837,              0.0041837,              0.0041837
                     96,                0.87568,                 0.5523,                 1.5534,                0.77895,                0.70497,                0.76031,                 0.6054,                0.79806,                0.48319,                 1.6163,              0.0041219,              0.0041219,              0.0041219
                     97,                0.86943,                0.54737,                 1.5422,                0.77985,                0.70453,                0.76035,                0.60547,                0.79804,                0.48285,                 1.6161,                0.00406,                0.00406,                0.00406
                     98,                0.87175,                0.54946,                 1.5465,                0.77919,                0.70553,                0.76051,                0.60584,                 0.7973,                0.48235,                 1.6153,              0.0039981,              0.0039981,              0.0039981
